user_id,step,timestamp
U168,visited_site,20-07-2026 04:08
U120,visited_site,20-07-2026 03:49
U145,visited_site,20-07-2026 03:32
U102,signup_started,20-07-2026 03:58
U038,details_filled,20-07-2026 04:33
U149,visited_site,20-07-2026 03:44
U015,signup_started,20-07-2026 04:11
U125,visited_site,20-07-2026 04:01
U183,details_filled,20-07-2026 04:37
U106,purchase_completed,20-07-2026 04:52
U111,visited_site,20-07-2026 03:50
U141,visited_site,20-07-2026 04:07
U164,visited_site,20-07-2026 04:02
U020,signup_started,20-07-2026 04:13
U099,visited_site,20-07-2026 04:08
U007,details_filled,20-07-2026 04:17
U169,visited_site,20-07-2026 03:59
U008,signup_started,20-07-2026 03:52
U059,visited_site,20-07-2026 04:06
U050,visited_site,20-07-2026 03:52
U185,details_filled,20-07-2026 04:02
U058,visited_site,20-07-2026 03:57
U126,signup_started,20-07-2026 04:13
U023,signup_started,20-07-2026 04:00
U006,visited_site,20-07-2026 03:33
U160,visited_site,20-07-2026 03:40
U087,visited_site,20-07-2026 03:50
U060,visited_site,20-07-2026 03:59
U043,details_filled,20-07-2026 04:31
U032,details_filled,20-07-2026 04:16
U085,email_verified,20-07-2026 04:22
U084,email_verified,20-07-2026 04:21
U121,signup_started,20-07-2026 04:08
U114,signup_started,20-07-2026 04:04
U138,signup_started,20-07-2026 03:51
U036,signup_started,20-07-2026 03:57
U089,email_verified,20-07-2026 04:36
U028,signup_started,20-07-2026 04:15
U129,signup_started,20-07-2026 03:53
U080,email_verified,20-07-2026 04:22
U100,visited_site,20-07-2026 03:42
U059,email_verified,20-07-2026 04:31
U154,visited_site,20-07-2026 04:07
U062,email_verified,20-07-2026 04:16
U073,email_verified,20-07-2026 04:21
U173,details_filled,20-07-2026 04:21
U024,signup_started,20-07-2026 03:56
U190,details_filled,20-07-2026 04:32
U012,signup_started,20-07-2026 03:55
U056,visited_site,20-07-2026 04:08
U016,signup_started,20-07-2026 04:10
U092,signup_started,20-07-2026 04:01
U069,visited_site,20-07-2026 04:02
U196,details_filled,20-07-2026 04:09
U146,visited_site,20-07-2026 04:05
U141,signup_started,20-07-2026 04:15
U022,details_filled,20-07-2026 04:22
U026,visited_site,20-07-2026 03:52
U014,visited_site,20-07-2026 04:04
U089,signup_started,20-07-2026 03:45
U101,signup_started,20-07-2026 03:53
U019,signup_started,20-07-2026 03:47
U033,signup_started,20-07-2026 03:49
U013,visited_site,20-07-2026 03:48
U082,visited_site,20-07-2026 03:40
U081,visited_site,20-07-2026 03:43
U157,visited_site,20-07-2026 03:35
U137,visited_site,20-07-2026 03:39
U048,visited_site,20-07-2026 04:03
U006,details_filled,20-07-2026 04:10
U046,visited_site,20-07-2026 03:39
U091,email_verified,20-07-2026 04:53
U127,visited_site,20-07-2026 03:48
U036,visited_site,20-07-2026 03:30
U070,signup_started,20-07-2026 04:23
U142,visited_site,20-07-2026 04:00
U010,signup_started,20-07-2026 03:49
U106,signup_started,20-07-2026 04:07
U198,details_filled,20-07-2026 04:17
U030,visited_site,20-07-2026 03:57
U026,details_filled,20-07-2026 04:31
U158,details_filled,20-07-2026 04:26
U104,signup_started,20-07-2026 04:22
U009,visited_site,20-07-2026 04:00
U093,signup_started,20-07-2026 04:16
U153,visited_site,20-07-2026 03:42
U199,details_filled,20-07-2026 04:30
U192,details_filled,20-07-2026 04:24
U104,purchase_completed,20-07-2026 05:05
U083,visited_site,20-07-2026 03:47
U139,visited_site,20-07-2026 03:53
U165,visited_site,20-07-2026 03:44
U053,visited_site,20-07-2026 03:56
U007,signup_started,20-07-2026 03:59
U051,email_verified,20-07-2026 04:20
U025,details_filled,20-07-2026 04:28
U093,email_verified,20-07-2026 04:27
U027,visited_site,20-07-2026 04:05
U041,details_filled,20-07-2026 04:02
U103,purchase_completed,20-07-2026 04:54
U055,email_verified,20-07-2026 04:15
U123,purchase_completed,20-07-2026 04:50
U016,details_filled,20-07-2026 04:16
U008,details_filled,20-07-2026 04:14
U076,email_verified,20-07-2026 04:47
U170,details_filled,20-07-2026 04:07
U106,visited_site,20-07-2026 04:07
U158,visited_site,20-07-2026 04:03
U009,details_filled,20-07-2026 04:10
U042,details_filled,20-07-2026 04:35
U057,signup_started,20-07-2026 04:20
U118,visited_site,20-07-2026 03:59
U079,visited_site,20-07-2026 03:34
U165,details_filled,20-07-2026 04:16
U088,visited_site,20-07-2026 03:51
U097,signup_started,20-07-2026 04:09
U140,visited_site,20-07-2026 04:07
U163,details_filled,20-07-2026 04:33
U150,signup_started,20-07-2026 04:16
U080,visited_site,20-07-2026 03:42
U023,details_filled,20-07-2026 04:16
U133,signup_started,20-07-2026 04:09
U002,visited_site,20-07-2026 03:46
U064,email_verified,20-07-2026 04:47
U200,details_filled,20-07-2026 04:12
U193,details_filled,20-07-2026 04:02
U042,signup_started,20-07-2026 03:49
U052,signup_started,20-07-2026 03:47
U116,visited_site,20-07-2026 03:52
U005,visited_site,20-07-2026 03:57
U161,details_filled,20-07-2026 04:34
U012,visited_site,20-07-2026 03:30
U159,visited_site,20-07-2026 03:46
U045,signup_started,20-07-2026 04:10
U051,signup_started,20-07-2026 03:59
U081,email_verified,20-07-2026 04:46
U136,visited_site,20-07-2026 04:06
U049,email_verified,20-07-2026 04:53
U184,visited_site,20-07-2026 03:44
U021,details_filled,20-07-2026 04:22
U077,signup_started,20-07-2026 03:50
U150,visited_site,20-07-2026 03:49
U162,details_filled,20-07-2026 04:06
U001,visited_site,20-07-2026 03:43
U033,details_filled,20-07-2026 04:28
U108,purchase_completed,20-07-2026 05:03
U129,visited_site,20-07-2026 03:31
U064,signup_started,20-07-2026 04:23
U123,visited_site,20-07-2026 03:39
U019,visited_site,20-07-2026 03:40
U151,visited_site,20-07-2026 03:33
U143,signup_started,20-07-2026 04:06
U194,details_filled,20-07-2026 04:05
U103,signup_started,20-07-2026 04:18
U112,purchase_completed,20-07-2026 04:53
U050,email_verified,20-07-2026 04:19
U065,signup_started,20-07-2026 03:53
U004,details_filled,20-07-2026 04:21
U113,purchase_completed,20-07-2026 04:31
U090,visited_site,20-07-2026 03:43
U105,visited_site,20-07-2026 03:36
U050,signup_started,20-07-2026 04:13
U153,details_filled,20-07-2026 04:30
U132,purchase_completed,20-07-2026 04:32
U120,purchase_completed,20-07-2026 04:57
U077,email_verified,20-07-2026 04:36
U036,details_filled,20-07-2026 04:25
U177,visited_site,20-07-2026 04:05
U091,visited_site,20-07-2026 03:49
U017,details_filled,20-07-2026 04:09
U071,email_verified,20-07-2026 04:49
U125,signup_started,20-07-2026 04:14
U071,signup_started,20-07-2026 03:58
U073,signup_started,20-07-2026 04:10
U092,visited_site,20-07-2026 03:58
U066,signup_started,20-07-2026 04:22
U060,signup_started,20-07-2026 03:45
U031,visited_site,20-07-2026 03:46
U024,visited_site,20-07-2026 03:31
U109,purchase_completed,20-07-2026 04:48
U030,details_filled,20-07-2026 04:32
U003,visited_site,20-07-2026 03:49
U032,visited_site,20-07-2026 03:51
U182,visited_site,20-07-2026 04:01
U065,email_verified,20-07-2026 04:39
U002,signup_started,20-07-2026 04:06
U005,details_filled,20-07-2026 04:17
U186,visited_site,20-07-2026 03:42
U058,signup_started,20-07-2026 03:59
U176,visited_site,20-07-2026 03:54
U110,signup_started,20-07-2026 03:57
U119,purchase_completed,20-07-2026 04:49
U043,signup_started,20-07-2026 04:01
U021,visited_site,20-07-2026 03:32
U117,purchase_completed,20-07-2026 04:49
U011,visited_site,20-07-2026 03:36
U147,signup_started,20-07-2026 04:12
U115,signup_started,20-07-2026 04:19
U126,visited_site,20-07-2026 03:53
U197,visited_site,20-07-2026 03:30
U177,details_filled,20-07-2026 04:29
U179,visited_site,20-07-2026 03:42
U193,visited_site,20-07-2026 03:37
U001,signup_started,20-07-2026 03:48
U054,visited_site,20-07-2026 04:00
U170,visited_site,20-07-2026 03:35
U198,visited_site,20-07-2026 03:33
U092,email_verified,20-07-2026 04:18
U102,visited_site,20-07-2026 03:57
U190,visited_site,20-07-2026 04:09
U039,visited_site,20-07-2026 03:55
U043,visited_site,20-07-2026 03:30
U194,visited_site,20-07-2026 04:06
U003,signup_started,20-07-2026 04:21
U180,visited_site,20-07-2026 04:00
U138,purchase_completed,20-07-2026 04:56
U031,details_filled,20-07-2026 04:17
U157,details_filled,20-07-2026 04:12
U074,visited_site,20-07-2026 03:52
U131,purchase_completed,20-07-2026 04:37
U105,purchase_completed,20-07-2026 04:54
U062,signup_started,20-07-2026 04:02
U040,signup_started,20-07-2026 03:52
U132,visited_site,20-07-2026 03:58
U192,visited_site,20-07-2026 03:43
U129,purchase_completed,20-07-2026 04:53
U083,email_verified,20-07-2026 04:41
U187,details_filled,20-07-2026 04:09
U102,purchase_completed,20-07-2026 04:46
U080,signup_started,20-07-2026 03:55
U176,details_filled,20-07-2026 04:31
U185,visited_site,20-07-2026 03:50
U175,details_filled,20-07-2026 04:13
U013,details_filled,20-07-2026 04:07
U028,details_filled,20-07-2026 04:24
U038,visited_site,20-07-2026 04:02
U123,signup_started,20-07-2026 03:53
U189,visited_site,20-07-2026 04:02
U127,purchase_completed,20-07-2026 05:00
U055,visited_site,20-07-2026 04:08
U037,details_filled,20-07-2026 04:02
U049,visited_site,20-07-2026 04:05
U195,details_filled,20-07-2026 04:07
U152,visited_site,20-07-2026 03:36
U121,purchase_completed,20-07-2026 04:40
U179,details_filled,20-07-2026 04:36
U068,visited_site,20-07-2026 04:09
U064,visited_site,20-07-2026 03:56
U188,visited_site,20-07-2026 03:58
U104,visited_site,20-07-2026 04:05
U048,email_verified,20-07-2026 04:50
U079,email_verified,20-07-2026 04:47
U037,visited_site,20-07-2026 03:56
U091,signup_started,20-07-2026 04:11
U181,visited_site,20-07-2026 03:31
U188,details_filled,20-07-2026 04:24
U065,visited_site,20-07-2026 04:02
U090,signup_started,20-07-2026 04:21
U127,signup_started,20-07-2026 03:52
U196,visited_site,20-07-2026 03:51
U061,signup_started,20-07-2026 04:08
U035,details_filled,20-07-2026 04:15
U156,details_filled,20-07-2026 04:24
U095,visited_site,20-07-2026 03:48
U116,purchase_completed,20-07-2026 04:47
U044,visited_site,20-07-2026 03:53
U147,visited_site,20-07-2026 04:01
U067,signup_started,20-07-2026 04:22
U130,visited_site,20-07-2026 03:30
U094,signup_started,20-07-2026 04:22
U073,visited_site,20-07-2026 03:58
U125,purchase_completed,20-07-2026 04:38
U069,signup_started,20-07-2026 04:15
U068,signup_started,20-07-2026 03:47
U132,signup_started,20-07-2026 04:03
U130,signup_started,20-07-2026 04:22
U142,purchase_completed,20-07-2026 04:55
U133,visited_site,20-07-2026 04:06
U072,visited_site,20-07-2026 03:35
U041,signup_started,20-07-2026 03:51
U094,visited_site,20-07-2026 03:37
U082,email_verified,20-07-2026 04:44
U084,visited_site,20-07-2026 03:41
U039,details_filled,20-07-2026 04:00
U048,signup_started,20-07-2026 03:59
U054,signup_started,20-07-2026 04:15
U089,visited_site,20-07-2026 03:48
U029,details_filled,20-07-2026 04:02
U061,email_verified,20-07-2026 04:51
U046,signup_started,20-07-2026 04:18
U139,purchase_completed,20-07-2026 04:43
U113,signup_started,20-07-2026 04:23
U155,visited_site,20-07-2026 03:38
U110,visited_site,20-07-2026 03:58
U155,details_filled,20-07-2026 04:35
U070,visited_site,20-07-2026 03:53
U003,details_filled,20-07-2026 04:00
U020,details_filled,20-07-2026 04:00
U171,visited_site,20-07-2026 03:55
U145,signup_started,20-07-2026 04:15
U167,visited_site,20-07-2026 03:48
U116,signup_started,20-07-2026 04:06
U098,signup_started,20-07-2026 03:45
U144,signup_started,20-07-2026 04:20
U159,details_filled,20-07-2026 04:00
U175,visited_site,20-07-2026 03:38
U044,signup_started,20-07-2026 03:57
U126,purchase_completed,20-07-2026 04:49
U049,signup_started,20-07-2026 04:24
U186,details_filled,20-07-2026 04:12
U200,visited_site,20-07-2026 03:35
U085,visited_site,20-07-2026 03:45
U107,signup_started,20-07-2026 04:04
U110,purchase_completed,20-07-2026 04:38
U172,visited_site,20-07-2026 03:54
U034,details_filled,20-07-2026 04:24
U131,visited_site,20-07-2026 03:42
U173,visited_site,20-07-2026 04:00
U178,visited_site,20-07-2026 04:00
U119,visited_site,20-07-2026 04:04
U053,signup_started,20-07-2026 04:23
U136,purchase_completed,20-07-2026 04:34
U112,signup_started,20-07-2026 04:20
U115,visited_site,20-07-2026 04:04
U122,visited_site,20-07-2026 03:54
U056,signup_started,20-07-2026 03:47
U047,signup_started,20-07-2026 03:48
U166,visited_site,20-07-2026 03:46
U040,details_filled,20-07-2026 04:13
U014,details_filled,20-07-2026 04:22
U107,visited_site,20-07-2026 03:59
U055,signup_started,20-07-2026 04:18
U039,signup_started,20-07-2026 04:08
U156,visited_site,20-07-2026 03:56
U096,email_verified,20-07-2026 04:53
U098,email_verified,20-07-2026 04:54
U038,signup_started,20-07-2026 03:58
U108,signup_started,20-07-2026 03:51
U063,signup_started,20-07-2026 03:54
U093,visited_site,20-07-2026 03:37
U034,signup_started,20-07-2026 04:15
U059,signup_started,20-07-2026 03:49
U174,visited_site,20-07-2026 04:06
U135,visited_site,20-07-2026 03:44
U152,details_filled,20-07-2026 04:23
U191,visited_site,20-07-2026 03:44
U178,details_filled,20-07-2026 04:11
U010,details_filled,20-07-2026 04:03
U131,signup_started,20-07-2026 04:15
U108,visited_site,20-07-2026 03:35
U162,visited_site,20-07-2026 03:32
U184,details_filled,20-07-2026 04:20
U024,details_filled,20-07-2026 04:38
U197,details_filled,20-07-2026 04:03
U119,signup_started,20-07-2026 03:54
U161,visited_site,20-07-2026 04:01
U071,visited_site,20-07-2026 04:03
U124,visited_site,20-07-2026 04:00
U029,visited_site,20-07-2026 03:49
U088,email_verified,20-07-2026 04:39
U187,visited_site,20-07-2026 03:30
U097,email_verified,20-07-2026 04:50
U086,signup_started,20-07-2026 04:02
U183,visited_site,20-07-2026 03:46
U141,purchase_completed,20-07-2026 05:08
U182,details_filled,20-07-2026 04:39
U111,purchase_completed,20-07-2026 04:30
U057,email_verified,20-07-2026 04:40
U066,email_verified,20-07-2026 04:27
U133,purchase_completed,20-07-2026 04:55
U012,details_filled,20-07-2026 04:04
U069,email_verified,20-07-2026 04:53
U027,details_filled,20-07-2026 04:03
U090,email_verified,20-07-2026 04:44
U134,signup_started,20-07-2026 04:19
U087,signup_started,20-07-2026 03:53
U076,signup_started,20-07-2026 04:19
U079,signup_started,20-07-2026 04:05
U168,details_filled,20-07-2026 04:32
U128,signup_started,20-07-2026 04:13
U172,details_filled,20-07-2026 04:17
U115,purchase_completed,20-07-2026 05:02
U137,purchase_completed,20-07-2026 04:54
U044,details_filled,20-07-2026 04:12
U015,details_filled,20-07-2026 04:19
U068,email_verified,20-07-2026 04:40
U191,details_filled,20-07-2026 04:11
U070,email_verified,20-07-2026 04:41
U140,signup_started,20-07-2026 04:06
U151,details_filled,20-07-2026 04:39
U111,signup_started,20-07-2026 04:03
U148,signup_started,20-07-2026 04:01
U117,signup_started,20-07-2026 03:58
U135,purchase_completed,20-07-2026 05:09
U122,signup_started,20-07-2026 03:58
U084,signup_started,20-07-2026 03:45
U074,signup_started,20-07-2026 04:12
U019,details_filled,20-07-2026 04:38
U075,signup_started,20-07-2026 04:02
U060,email_verified,20-07-2026 04:49
U122,purchase_completed,20-07-2026 04:43
U081,signup_started,20-07-2026 03:47
U160,details_filled,20-07-2026 04:23
U114,purchase_completed,20-07-2026 04:47
U096,signup_started,20-07-2026 04:04
U139,signup_started,20-07-2026 03:58
U134,purchase_completed,20-07-2026 04:56
U140,purchase_completed,20-07-2026 04:52
U118,purchase_completed,20-07-2026 05:03
U171,details_filled,20-07-2026 04:26
U130,purchase_completed,20-07-2026 04:43
U167,details_filled,20-07-2026 04:15
U124,purchase_completed,20-07-2026 04:38
U045,details_filled,20-07-2026 04:28
U199,visited_site,20-07-2026 04:02
U135,signup_started,20-07-2026 03:59
